Date,Average USD (7-day)
2020-05-24,86.68
2020-05-25,82.76
2020-05-26,95.16
2020-05-27,99.16
2020-05-28,90.66
2020-05-29,132.8
2020-05-30,157.11
2020-05-31,106.43
2020-06-01,153.65
2020-06-02,200.29
2020-06-03,224.95
2020-06-04,262.44
2020-06-05,215.85
2020-06-06,194.6
2020-06-07,187.46
2020-06-08,150.54
2020-06-09,111.99
2020-06-10,115.81
2020-06-11,84.9
2020-06-12,89.51
2020-06-13,111.63
2020-06-14,159.65
2020-06-15,162.06
2020-06-16,174.47
2020-06-17,157.51
2020-06-18,297.33
2020-06-19,353.47
2020-06-20,349.83
2020-06-21,312.24
2020-06-22,364.82
2020-06-23,356.89
2020-06-24,428.57
2020-06-25,231.97
2020-06-26,150.89
2020-06-27,161.69
2020-06-28,166.15
2020-06-29,136.7
2020-06-30,139.39
2020-07-01,161.68
2020-07-02,155.82
2020-07-03,151.32
2020-07-04,136.33
2020-07-05,123.68
2020-07-06,114.93
2020-07-07,101.02
2020-07-08,75.42
2020-07-09,74.57
2020-07-10,72.51
2020-07-11,65.77
2020-07-12,68.34
2020-07-13,63.72
2020-07-14,83.74
2020-07-15,104.29
2020-07-16,113.88
2020-07-17,124.17
2020-07-18,129.28
2020-07-19,161.25
2020-07-20,191.56
2020-07-21,139.32
2020-07-22,113.11
2020-07-23,101.66
2020-07-24,89.5
2020-07-25,89.21
2020-07-26,100.8
2020-07-27,106.05
2020-07-28,124.24
2020-07-29,152.32
2020-07-30,171.11
2020-07-31,371.74
2020-08-01,524.98
2020-08-02,493.68
2020-08-03,465.36
2020-08-04,409.92
2020-08-05,370.55
2020-08-06,380.14
2020-08-07,509.51
2020-08-08,539.2
2020-08-09,653.41
2020-08-10,618.73
2020-08-11,678.13
2020-08-12,673.24
2020-08-13,723.64
2020-08-14,646.68
2020-08-15,636.47
2020-08-16,481.76
2020-08-17,476.05
2020-08-18,703.13
2020-08-19,698.11
2020-08-20,651.72
2020-08-21,754.69
2020-08-22,766.02
2020-08-23,813.42
2020-08-24,748.84
2020-08-25,613.61
2020-08-26,610.44
2020-08-27,523.24
2020-08-28,402.92
2020-08-29,370.27
2020-08-30,379.1
2020-08-31,669.15
2020-09-01,666.32
2020-09-02,700.18
2020-09-03,882.48
2020-09-04,1070.06
2020-09-05,1070.46
2020-09-06,1029.78
2020-09-07,502.07
2020-09-08,427.35
2020-09-09,415.16
2020-09-10,433.74
2020-09-11,432.92
2020-09-12,446.58
2020-09-13,492.85
2020-09-14,492.29
2020-09-15,551.88
2020-09-16,500.01
2020-09-17,481.14
2020-09-18,655.39
2020-09-19,775.91
2020-09-20,1194.17
2020-09-21,1185.48
2020-09-22,1082.3
2020-09-23,1142.17
2020-09-24,999.03
2020-09-25,688.87
2020-09-26,594.68
2020-09-27,518.94
2020-09-28,479.92
2020-09-29,461.31
2020-09-30,463.49
2020-10-01,444.7
2020-10-02,446.66
2020-10-03,413.83
2020-10-04,224.39
2020-10-05,246.77
2020-10-06,294.98
2020-10-07,326.41
2020-10-08,436.23
2020-10-09,476.04
2020-10-10,457.07
2020-10-11,445.04
2020-10-12,430.41
2020-10-13,310.99
2020-10-14,233.38
2020-10-15,177.37
2020-10-16,145.08
2020-10-17,132.4
2020-10-18,128.35
2020-10-19,117.45
2020-10-20,129.81
2020-10-21,143.53
2020-10-22,178.5
2020-10-23,190.58
2020-10-24,242.21
2020-10-25,279
2020-10-26,342.2
2020-10-27,374.74
2020-10-28,373.64
2020-10-29,332.91
2020-10-30,298.76
2020-10-31,239.91
2020-11-01,216.55
2020-11-02,187.57
2020-11-03,145.91
2020-11-04,171.73
2020-11-05,179.66
2020-11-06,336.4
2020-11-07,538.32
2020-11-08,555.54
2020-11-09,569.55
2020-11-10,697.22
2020-11-11,623.36
2020-11-12,745.05
2020-11-13,615.82
2020-11-14,482.77
